sentence,label,label_name
"OVA Press has a 60 % stake in the joint venture , while IMSM holds a 40 % stake .",1,neutral
"The Russian government will contribute 20 % of the necessary funds , he said .",1,neutral
"Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008 .",0,negative
Operating income rose to EUR 696.4 mn from EUR 600.3 mn in 2009 .,2,positive
"Alpina Sports is a Lebanon , New Hampshire USA based distributor of e.g. Alpina ski shoes and skis , Exel ski poles , Start ski waxes and now also Peltonen cross-country skis .",1,neutral
"Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in September .",0,negative
"Operating profit totalled EUR 9.0 mn , down from EUR 9.7 mn in the first half of 2008 .",0,negative
"The Group 's business sectors are Building Construction , Infrastructure Construction , Technical Building Services , and Building Products .",1,neutral
Among the biggest Christmas sellers were a  35 satin bow shift dress styled on outfits worn by Victoria Beckham and a  75 Paris Hilton Prom dress .,1,neutral
Operating profit totaled EUR 17.7 mn compared to EUR 17.6 mn in the corresponding period in 2007 .,2,positive
"In August-October 2010 , the company 's result before taxes totalled EUR 9.6 mn , up from EUR 0.5 mn in the corresponding period in 2009 .",2,positive
Sales rose 10 pct to 566 mln eur on the back of strong volume and favourable currency effects .,2,positive
The per-share subscription price of the shares subscribed with the option rights was EUR 1.35 .,1,neutral
"`` However , the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry , and they impacted on our results . ''",0,negative
Atria said its offer would give the Swedish company continued ownership and control of its slaughtering and cutting operations .,1,neutral
Earnings per share ( EPS ) dropped to EUR 0.21 from EUR 0.31 .,0,negative
The Oulu plant employs approximately 120 people .,1,neutral
`` I am extremely delighted with this project and the continuation of cooperation with Viking Line .,2,positive
"Russian export duties will activate harvesting in Finland , and sales in Russia will increase also .",2,positive
"Finnair PLC carried a record 8.8 million passengers in 2006 , an increase of 3.5 percent on the previous year , the Finnish national carrier reported Tuesday .",2,positive
"The firm 's UK head office is in Rugby Road , Lutterworth .",1,neutral
"LKAB , headquartered in Lulea , Sweden , is a high-tech mining company producing upgraded iron ore products for the steel industry .",1,neutral
"The steelmaker said that the drop in profit was explained by the continuing economic uncertainty , mixed with the current drought in bank lending , resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations .",0,negative
Finnish aluminium products manufacturer Nordic Aluminium Plc ( OMX Helsinki : NOA1V ) reported on Monday ( 18 August ) an operating profit of EUR7 .9 m on net sales of EUR55 .2 m for the period January-June 2008 .,1,neutral
This organization will assume the responsibility for operations in Russia .,1,neutral
"The solution is demonstrated on a tablet developed by Aava Mobile as a multi-window system , which enables the use of several applications simultaneously , for example the viewing of messages and calendar side by side .",1,neutral
The name of the newspaper publishing and printing division Sanoma will be changed to Sanoma News .,1,neutral
"Under the deal , Know IT will pay SEK90m ( USD12 .8 m-EUR8 .6 m ) in cash and stock .",1,neutral
"Foodservice and consumer goods markets are served by approximately 13,000 people in 54 manufacturing units and several sales offices in 33 countries .",1,neutral
"Exel Composites ' long-term growth prospects remain favourable , however .",2,positive
The trucks feature an Eco Drive system - a fuel measuring tool which stores data particular to individual drivers .,1,neutral
"The Lemminkainen Group , headquartered in Helsinki , Finland , operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry .",1,neutral
"Initial estimated total value of the contract was 250 000 Euros , excluding VAT .",1,neutral
Mr Jortikka is president of the base metal division of Outotec Oyj in Finland and is on the executive committee of Outotec .,1,neutral
"The start of the negotiations , relating to Glaston 's efficiency program , was announced in October .",1,neutral
The borrower was happy to do the roadshow and this paid off as the hit ratio from it was high .,2,positive
Return on equity stood at 18.3 % compared to 15.4 % in the third quarter of 2005 .,2,positive
The order is included in Metso 's fourth quarter 2007 order backlog .,1,neutral
"The authorisation is in force until the end of the next Annual General Meeting and repeals the authorisation to acquire own shares given by the General Meeting held on April 4 , 2007 .",1,neutral
The duration of the contract is 37 months .,1,neutral
Efore has decided to establish a company for eletric vehicle ( EV ) business in China .,1,neutral
"Finnish IT consultancy Satama Interactive Oyj said on November 13 , 2006 that Jarmo Lonnfors took up the position of CEO .",1,neutral
The exercise price of the option will be based on Safran Software Solutions ' license and maintenance sales as well as the result of the company .,1,neutral
`` Demand for sports equipment was good in 2005 .,2,positive
These savings will have full impact as of the beginning of 2007 .,1,neutral
Stora Enso 's third-quarter pre-tax profit doubled to EUR 197mn .,2,positive
"Most recently , he founded Virent Energy Systems , Inc. , an 80 person catalytic biofuels company , where , as president and CEO , he led the company through multiple financings , defined the company 's market strategy , and secured the company 's first customers .",1,neutral
Finnish OKO bank has signed a cooperation agreement with Raiffeisen concerning Finnish companies ' investments in Russia .,2,positive
"The cost of the deal could range from 70 million to 90 million euros depending on the financial results of the two companies in 2008 , the statement says .",1,neutral
"FinancialWire ( tm ) , in cooperation with the Investrend Broadcast Syndicate , also provides complete , daily conference call and webcast schedules as a service to shareholders and investors via the FirstAlert ( tm ) Networks oeFirstAlert ( tm ) Daily .",1,neutral
"Niina Nenonen , Marimekko 's current director for clothing , bags and accessories lines , will take up this role .",1,neutral
15 September 2010 - Finnish electrical components maker Salcomp Oyj ( HEL : SAL1V ) announced today the launch of its latest Twist charger platform .,1,neutral
The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR 93.9 million USD 137.3 m as given in the interim report on August 5 .,0,negative
"The dividend is payable on February 1 , 2010 to shareholders of record on January 19 , 2010 .",1,neutral
"The sale will be finalized in September or October , the company said .",1,neutral
"It comes complete with an LCD touch screen system for selection of your chosen function and prices start at around the pounds 4,805 mark .",1,neutral
The government has instead proposed an exchange of the state 's stake in LMT to TeliaSonera 's stake in Lattelecom .,1,neutral
"Via the agreement , Ramirent will expand the range of equipment and services it delivers to Destia , Ramirent Finland 's managing director Kari Aulasmaa , said .",2,positive
"The important thing now is to keep the bank 's existing 15,000 customers .",1,neutral
The new factory working model and reorganisations would decrease Nokian Tyres ' costs in the factory by EUR 30 million ( USD 38.7 m ) .,2,positive
"Net sales went up by 1 % year-on-year to EUR 29 million , affected by the business acquisitions , realized during the previous financial period , the effect of which was EUR 5.1 million on the review period .",2,positive
"Name of Applicant : Jot Automation OYName of Inventor : Mammila Tuomo , Piirainen Mika and Kellokoski MikaApplication No. : 2424-KOLNP-2008 ADate of filing of Application : 16-06-2008Publication Date : 30/01/2009",1,neutral
"`` Because we 're a pension insurance company , we 're required to diversify and not put too much in one asset class .",1,neutral
"Consolidated net sales increased 16 % to reach EUR74 .8 m , while operating profit amounted to EUR0 .9 m compared to a loss of EUR0 .7 m in the prior year period .",2,positive
"The most popular mobile data services are email , surfing the internet , as well as news and weather services .",1,neutral
"Operating profit decreased to nearly EUR 1.7 mn , however .",0,negative
"In the Baltic countries , sales fell by 42.6 % .",0,negative
